HSCode,Description,Unit,Quantity,Imports_Value_Rs_Thousands,Imports_Value_Rs_Billion,Imports_Revenue_Rs_Thousands
70109000,"Carboys, bottles, flasks, jar, pot, phials  etc of glass, nes",GRO,547911.908347,252326.550314,0.252327,66915.883
70111000,"Open glass envelopes (incl bulbs and tube s , for electric lighting",PCS,202200,579.509453,0.00058,114.695
70131000,"Glass-ceramic objects, used for table, kitchen, toilet, office, indoor decoration",PCS,18300,1347.254643,0.001347,475.644
70132800,"Other stemware drinking glases, other than  of glass - ceramics.",PCS,429465,15248.876012,0.015249,5586.11
70133300,"Other drinking glasses, other than of glas   ceramic of lead crystal.",PCS,808,133.260889,0.000133,47.443
70133700,"Other drinking glasses, other than of glas   ceramics",PCS,365681,29289.089825,0.029289,10431.315
70134100,Glassware of a kind used for tableor kitch  n purpose of lead crystal,PCS,14,0.52002,0.000001,0.809
70134200,Glassware for table of glass having a line  r coefficient of expansion<=5x10-6 pe,PCS,786,284.600942,0.000285,101.349
70134900,Other - glassware of a kind used for table,PCS,442225,24832.029208,0.024832,8835.686
70139100,"Glassware for toilet, office, indoor decor  tions, etc, of lead crystal",PCS,6,10.23591,0.00001,3.645
70139900,"Other -  glassware, nes",PCS,39447,3259.723509,0.00326,1167.743
70140000,"Signalling glassware and optical elements   f glass, not optically worked",PCS,5,0.51801,0.000001,0.097
70151000,"Glasses for corrective spectacles, not opt  cally worked",PCS,967,27.67908,0.000028,5.232
70159000,"Clock or watch glasses, glass for non-corr  ctive spectacles, etc, now",PCS,47,180.965077,0.000181,33.761
70161000,"Glass cubes and other glass smallwares, fo   decorative purposes",PCS,12680,1289.428538,0.001289,386.393
70169000,"Paving blocks, slabs, briks,tilesof gla ss, for building or construction purpos",PCS,12626,2442.137299,0.002442,731.696
70171000,"Laboratory, hygienic or pharmaceutical gla  sware, of fused quartz or other fused",Kg,19.200001,9.52437,0.00001,1.24
70179000,"Laboratory, hygienic or pharmaceutical gla  sware, nes",Kg,15546.464999,9107.653072,0.009108,1699.633
70181010,"Bangles,tika ,tikuli & beds",GRO,273260.222124,58448.611994,0.058449,7612.914
70181020,Glass beads (Pote),Kg,68008.15,34190.995504,0.034191,10287.136
70181090,other glass smallwares,Kg,15523.95,2032.968708,0.002033,622.601
70182000,Glass microspheres =<1mm in diameter  .,Kg,1,0.3203,0,0.098
70189010,Glass statuette and ornamental articles,PCS,4093,111.824278,0.000112,39.825
70189090,"Glass statuettes and other ornaments of la  p-worked glass,  nes",Kg,1077.5,306.430122,0.000306,111.293
70191200,Rovings,Kg,10000,674.8275,0.000675,163.984
70191500,Chemically bonded mats,Kg,20333.159576,4077.301427,0.004077,899.633
70191900,"Other Slivers, rovings, yarn and chopped strands and mats thereof",Kg,1079,491.284594,0.000491,104.325
70196100,losed woven fabrics of rovings,Kg,204,32.49241,0.000032,6.428
70196900,Other Mechanically bonded fabrics,Kg,50,33.804461,0.000034,8.281
70198000,Glass wool and articles of glass wool,Kg,1802.400002,688.745602,0.000689,167.559
70199000,Other Chemically bonded fabrics,Kg,3261.099997,1351.93813,0.001352,322.96
70200000,"Other articles of glass, nes  .",PCS,12384,1038.331913,0.001038,370.222
71011000,"Natural pearls (excl strung, mounted or s e )",Kg,0.8,657.338375,0.000657,92.948
71012200,"Worked cultured pearls, (excl strung, mou n ed or set)",Kg,30,704.29275,0.000704,99.517
71023900,"Other non-industrial diamonds, not mounted  or set, nes",CAR,4720.210014,239925.439638,0.239925,33902.568
71031000,"Precious(excldiamonds)or semi-precious stones,unworked or simply sawn or roughly",Kg,51.1,42.700279,0.000043,9.552
71039900,"Precious or semi-precious stones, worked but not set, nes",CAR,80,116.041763,0.000116,21.783
71042100,Diamonds unworked or simply sawn or roughly shaped,CAR,301.500001,6562.997882,0.006563,927.461
71049100,Diamonds (excel unworked or simply sawn or roughly shaped),Kg,0.36,0.77982,0.000001,0.146
71061000,Powder of silver,GRM,1735000,496010.931,0.496011,99202.706
71069100,Unwrought silver (incl silver plated with   old or platinum),GRM,1283142.942005,372114.790887,0.372115,74424.008
71069200,Silver,GRM,10250.085,303.259432,0.000303,60.719
71081200,"Other unwrought gold (incl gold plated wi t  platinum), non-monetary.",GRM,1550.420005,32656.660113,0.032657,6550.028
71081300,Gold,GRM,50000,1012654.784,1.012655,202531.08
71131100,Articles of jewellery and parts thereof of silver,GRM,9600.599609,1779.881719,0.00178,179.623
71131910,"Jewellery of Gold, including parts",GRM,4504.131785,95419.698789,0.09542,10698.614
71131990,"Jewellery of other precious metal, including parts",GRM,1,1.6015,0.000002,0.481
71132000,Articles of jewellery & parts thereof of b  se metal clad with precious metal,GRM,1,2.40225,0.000002,0.721
71141100,Articles of goldsmiths' or silversmiths' w  res of silver,GRM,200,2.35478,0.000002,0
71159000,Articles of metal clad with precious metal   nes,GRM,39001,108.397829,0.000108,26.346
71162000,Articles of precious or semi-precious ston  s (excl pearls).,GRM,444407.75,229.80443,0.00023,56.777
71171100,Cuff-links and studs of base metal (incl  p ated),Kg,4.55,6.1248,0.000006,2.261
71171900,"Imitation jewellery of base metal (incl p l ted), nes",Kg,64903.882051,51490.499555,0.05149,19869.886
71179000,Imitation jewellery (excl of base metal)  n s,Kg,8428.881998,10148.187748,0.010148,3876.116
72011000,"Non-alloy pig iron containing, =<05% phos p orus, in pigs, blocks or other primer",Kg,8555280,515293.278375,0.515293,72817.448
72015000,"Alloy pig iron;spiegeleisen; in pigs, bloc  s or other primary forms.",Kg,213.7,31.264401,0.000031,6.19
72022100,"Ferro-silicon, containing by weight >55% o   silicon",Kg,130,35.712181,0.000036,6.663
72023000,Ferro-silico-manganese,Kg,1639000,202100.4015,0.2021,28558.44
72029900,"Ferro-alloys, nes",Kg,500,134.657328,0.000135,25.179
72031000,"Ferrous products obtained by direct reduct  on of iron ore,in lumps,pellets or si",Kg,109372730,4615515.893625,4.615516,652196.519
72039000,"Spongy ferrous products, nes, and 9994% p u e iron, in lumps, pellets or similar",Kg,6,0.56053,0.000001,0.106
72041000,Waste and scrap of cast iron  .,Kg,670,45.48974,0.000045,8.491
72044900,"Ferrous waste and scrap, nes  .",Kg,1549650,93366.1135,0.093366,13222.995
72051000,"Granules, of pig iron, spiegelelsen, iron   r steel.",Kg,8250,1075.076036,0.001075,200.703
72052900,"Powders of pig iron, spiegeleisen, iron or  steel (excl alloy steel).",Kg,5,9.90733,0.00001,1.849
72061000,"Ingots of iron and non-alloy steel, nes",Kg,63,20.47474,0.00002,4.069
72069000,"Iron and non-alloy steel, in primary forms  (excl ingots), nes",Kg,20,3.58736,0.000004,0.749
72071900,"Semi-finished products of iron or non-allo   steel, <025% carbon, nes",Kg,8465365,568879.241813,0.568879,106098.09
72081000,"Flat/hot-rolled iron/steel,in coils, width  >=600mm, with patterns in relief.",Kg,120,43.422961,0.000043,8.1
72083600,"Flat/hot-rolled iron/steel,in coils, width  >=600mm, not pickled, > 10mm thicknes",Kg,190610,16318.737,0.016319,3043.513
72083700,"Flat/hot-rolled iron/steel,in coils, width  =600mm,not pickled,>=475mm but<=10mm",Kg,1680035,143186.022219,0.143186,26704.877
72083800,"Flat/hot-rolled iron/steel,in coils, width  =600mm,not pickled,>=3mm but<475mm th",Kg,952170,80631.38975,0.080631,14631.272
72083900,"Flat/hot-rolled iron/steel,in colis, width  >=600mm, not pickled,<3mm thickness",Kg,18807393,1572881.93825,1.572882,268380.675
72085100,"Flat/hot-rolled iron/steel,not in coils, w  dth >=600mm, > 10mm thickness",Kg,1959744,222180.178732,0.22218,2170.413
72085200,"Flat/hot-rolled iron/steel,not in coils, w  dth >=600mm, >=475mm but <=10mm thick",Kg,1972.5,185.600451,0.000186,3.075
72085300,"Flat/hot-rolled iron/steel,not in coils, w  dth >=600mm, >=3mm but <475mm thickne",Kg,6380,596.706063,0.000597,111.352
72089000,"Flat/hot-rolled iron/steel, width >=600mm   es (inclfurther worked than hot-rolle",Kg,1023.5,543.206097,0.000543,101.998
72091500,"Flat/cold-rolled iron/steel, in coils, wid  h >=600mm, >=3mm thickness",Kg,11800,2240.123,0.00224,730.986
72091600,"Flat/cold-rolled iron/steel, in coils, wid  h >=600mm, >1mm but <3mm thickness",Kg,3932.5,436.471646,0.000436,150.788
72099000,"Flat/cold-rolled iron or non-alloy steel,   idth >=600mm, not clad, plated or coa",Kg,45,23.562959,0.000024,7.289
72101100,"Flat-rolled iron/steel, width >=600mm, >=   5mm thickness,clad,plated or coated w",Kg,301,31.43257,0.000031,5.864
72101200,"Flat-rolled iron/steel, width >=600mm, <0 5 m thickness, clad, plated or coated w",Kg,3901208,624840.890189,0.624841,34560.058
72103000,"Flat-rolled iron/steel, width >=600mm, ele  trolytically-plated or coated with zi",Kg,9675,1465.082625,0.001465,687.125
72104100,"Flat-rolled iron/steel,width >=600mm, plat  dwith zinc,(exclelectro-plated)cor",Kg,25192,3084.947938,0.003085,1575.013
72104900,"Flat-rolled iron/steel,width >=600mm, plat  d or coated with zinc(exclelectro-pla",Kg,17846,3109.54143,0.00311,1458.453
72109000,"Rolled iron/steel, width >=600mm, otherwis   clad,plated or coated nes",Kg,6823,1442.808946,0.001443,676.811
72111400,"Flat/hot-rolled iron/steel, width <600mm,   =475mm thick, not clad or plated etc.",Kg,50,16.6613,0.000017,8.24
72111900,"Flat/hot-rolled iron or non-alloy steel, w  dth <600mm, <475mm thick,not clad,",Kg,18.25,17.70051,0.000018,9.005
72112300,"Flat/cold-rolled iron/steel, width <600mm,  containing by weight < 025% carbon",Kg,93.5,30.934511,0.000031,15.305
72112900,"Flat/cold-rolled iron/steel, width <600mm,  containing by weight >=025% carbon",Kg,1450,184.220992,0.000184,48.794
72119000,"Flat-rolled iron or non-alloy steel, width  <600mm, nes (inclfurther worked than",Kg,463.81,160.3685,0.00016,79.148
72122000,"Flat-rolled iron or non-alloy steel, width  <600mm, electro-plated or coated with",Kg,8265,895.487594,0.000895,420.182
72123000,"Flat-rolled iron/steel, width <600mm, plat  d or coated with zinc (excl electro-p",Kg,212,16.02679,0.000016,7.518
72124000,"Flat-rolled iron/steel, width <600mm, pain  ed, varnished or coated with plastics",Kg,3000,462.896813,0.000463,217.165
72125000,"Flat-rolled iron or non-alloy steel, width  <600mm, plated or coated, nes",Kg,109604,13242.691763,0.013243,6241.511
72139110,"Bar & rods, hot-rolled circular cross-sect  on measuring <=8mm in diameter",Kg,7863580,562667.091,0.562667,143871.244
72139900,"Hot-rolled iron or non-alloy steel bars &   ods, in irregularly wound coils, nes.",Kg,1285.5,402.067259,0.000402,6.075
72141000,"Iron or non-alloy steel bars and rods, for  ed,.",Kg,39117.168,3067.71712,0.003068,1544.372
72142000,"Iron/steel bars & rods, hot-rolled,twis ted  or with deformations from rolling",Kg,83680,6483.069,0.006483,0.065
72143000,"Bars and rods of free-cutting steel, hot-r  lled,hot-drawn or hot-extruded, ne",Kg,23,2.21007,0.000002,1.104
72149100,"Iron/steel bars and rods, hot-rolled,of  re tangular (other than square) x-sect",Kg,330,47.080898,0.000047,23.08
72149910,"Re-rollable bar & rod length >=1800mm, wid  h 60mm & >=5mm thickness.",Kg,7110,647.181984,0.000647,213.92
72149990,"Other re-rollable bar & rod, nes  .",Kg,3691.5,638.155473,0.000638,310.574
72151000,"Bars and rods of free-cutting steel, not f  rther worked than cold-formed/cold-fi",Kg,2,0.42053,0,0.474
72155000,"Bars and rods of iron/steel, not further w  rked than cold-formed or cold-finishe",Kg,20,4.57861,0.000005,2.205
72159000,"Other bars&rods of iron/steel, nes (incl  f rther worked than cold-formed/cold fi",Kg,989.400002,376.670287,0.000377,179.657
72161000,"U, I or H sections of iron/steel, hot-roll  d, <80mm high",Kg,268,128.838773,0.000129,62.701
72162100,"L sections of iron/steel, hot-rolled, < 80m  high",Kg,1515,200.741504,0.000201,99.341
72163100,"U sections of iron/steel, hot-rolled, > =80 m high",Kg,116822.319946,12796.126711,0.012796,3791.02
72163200,"I sections of iron/steel, hot-rolled, > =80 m high",Kg,214040,18746.892313,0.018747,5787.321
72164000,"L or T sections of iron/steel, hot-rolled , >=80mm high.",Kg,65,0.8446,0.000001,0.949
72165000,"Angles, shapes and sections of iron/steel,  not further worked than hot-rolled,",Kg,86314.199997,7463.145932,0.007463,2304.094
72166900,"Angles,shapes & sections of iron/steel,not  further worked than cold-formed/finis",Kg,60,4.39194,0.000004,2.569
72169900,"Angles, shapes and sections of iron or non  alloy steel, nes",Kg,34326,7350.467572,0.00735,2804.58
72171000,"Wire of iron or non-alloy steel,not plated  or coated, whether or not polished",Kg,22395.949997,2365.730209,0.002366,920.971
72172000,"Wire of iron or non-alloy steel,plated or   oated with zinc.",Kg,7620.5,1445.08123,0.001445,81.543
72179000,"Wire of iron or non-alloy steel, nes  .",Kg,4821.569002,684.036458,0.000684,375.42
72191100,"Hot-rolled stainless steel, in coils, >=60  mm width & >10mm thickness",Kg,135,192.478375,0.000192,35.898
72191200,"Hot-rolled stainless steel, in coils, >=60  mm width & >=475 & <=10mm thickness",Kg,34883,27301.180281,0.027301,5091.744
72191300,"Hot-rolled stainless steel, in coils, >=60  mm width & >=3 & <475mm thickness",Kg,1053,177.433844,0.000177,33.092
72192100,"Hot-rolled stainless steel, uncoiled, >=60  mm width & >10mm thickness",Kg,13470,3716.243375,0.003716,693.149
72192200,"Hot-rolled stainless steel, uncoiled, >=60  mm width & >=475 & <=10mm thickness",Kg,4644.999985,1739.089469,0.001739,324.409
72192300,"Hot-rolled stainless steel, uncoiled, >=60  mm width & >=3 & <475mm thickness",Kg,2960.399994,1206.382594,0.001206,225.06
72193300,"Cold-rolled stainless steel,  >=600mm widt   & >1 & <3mm thickness",Kg,7277.199951,2531.267094,0.002531,472.217
72193400,"Cold-rolled stainless steel,  >=600mm widt   & >=05 & <=1mm thickness",Kg,97141.300001,30519.353497,0.030519,3806.975
72193500,"Cold-rolled stainless steel,  >=600mm widt   & >05mm thickness",Kg,248948,47108.312844,0.047108,0.325
72199000,"Flat-rolled products of stainless steel, >  600mm wide, nes.",Kg,1786376.800003,374383.359797,0.374383,61067.267
72201100,"Hot-rolled stainless steel, <600mm width &  >=475mm thickness",Kg,152.400002,69.494461,0.000069,12.963
72202000,"Cold-rolled stainless steel, <600mm width",Kg,1681779.099998,253136.610709,0.253137,20482.252
72209000,"Flat-rolled products stainless steel, <600  m wide, nes.",Kg,49484.5,9047.749667,0.009048,1123.569
72221100,"Stainless steel bars & rods, not further w  rked than hot-rolled,of circular x-s.",Kg,487.732987,240.127122,0.00024,58.489
72221900,"Stainless steel bars & rods, not further w  rked than hot-rolled,not circular x-.",Kg,36,4.0498,0.000004,1.102
72222000,"Stainless steel bars & rods, cold-formed/f  nished",Kg,2144.600003,443.880779,0.000444,107.867
72223000,"Stainless steel bars and rods, nes",Kg,490.89,477.427251,0.000477,116.222
72224000,"Angles, shapes and sections of stainless s  eel.",Kg,11017,4634.61016,0.004635,1126.286
72230000,Wire of stainless steel,Kg,28951.690006,5582.015507,0.005582,1301.929
72249000,"Semi-finished products, of alloy steel (ex  l stainless)",Kg,7,122.05224,0.000122,29.73
72254000,"Hot-rolled steel alloys, nes, uncoiled, >=  00mm wide",Kg,0.66,1.82077,0.000002,0.863
72255000,"Cold-rolled steel alloys, nes, >=600mm wid",Kg,507,114.596047,0.000115,56.391
72261100,"Flat-rolled products of silicon-electrical  steel, <600mm wide, grain-oriented",Kg,96718,33756.921187,0.033757,1275.009
72262000,"Flat-rolled high speed steel, <600mm wide",Kg,1,0.20529,0,0.051
72269200,"Flat-rolled products of alloy steel, not f  rther worked than cold-rolled,<600mm",Kg,4,0.83074,0.000001,0.203
72269900,"Flat-rolled products of other alloy steel,  <600mm wide, nes",Kg,607.300025,229.653204,0.00023,43.276
72281000,"Bars and rods, of high-speed steel",Kg,4000,719.927563,0.00072,142.469
72282000,Bars and rods of silico-manganese steel,Kg,114007,11150.775656,0.011151,2268.896
72283000,"Bars and rods of alloy steel, nes, hot-rol  ed, hot-drawn or extruded",Kg,1315,202.246734,0.000202,49.277
72299000,"Wire of alloy steel, nes  .",Kg,1015,186.258884,0.000186,48.199
73011000,"Sheet piling of iron or steel, whether or   ot crilled, punched.",Kg,85451,9499.926195,0.0095,2052.233
73012000,"Welded angles, shapes and sections of iron  or steel",Kg,14244.28,3276.234509,0.003276,594.845
73021000,Railway rails of iron or steel,Kg,126104.26,25576.669928,0.025577,1645.502
73029000,"Railway track construction material of iro   or steel, etc, nes.",Kg,0.7,283.656313,0.000284,84.956
73030000,"Tubes, pipes and hollow profiles, of cast   ron.",Kg,65533,3795.170814,0.003795,1347.532
73041100,Line pipe used for oil or gas pipelines of  stainless steel.,Kg,820.099998,457.955067,0.000458,163.107
73041900,Other - Line pipe used for oil or gas pipe  ines,Kg,6047.530037,1486.306131,0.001486,509.036
73042300,Other drill pipe used in drilling for oil   r gas,Kg,11081,7249.420805,0.007249,2683.055
73042400,"Other, casing tubing of stainless steel",Kg,3,2.45523,0.000002,0.876
73042900,Seamless iron/steel casing or tubing (excl  rill pipe)of a kind used in oil/gas d,Kg,245,186.453154,0.000186,66.49
73043100,"Seamless iron/steel tubes/pipes/profiles,   ircular, cross section, cold-drawna",Kg,165.1,301.90549,0.000302,107.682
73043900,"Seamless iron/steel tubes/pipes/profiles,   ircular, cross section, nes",Kg,11478.300003,2851.32717,0.002851,1015.283
73044100,"Seamless stainless steel tubes/pipes/profi  es, circular, cross section, cold-dra",Kg,1625,1406.677891,0.001407,500.915
